DATE,DEXUSUK
2019-07-11,1.2549
2019-07-12,1.2553
2019-07-15,1.2523
2019-07-16,1.2408
2019-07-17,1.2438
2019-07-18,1.2494
2019-07-19,1.25
2019-07-22,1.2475
2019-07-23,1.2449
2019-07-24,1.2498
2019-07-25,1.2471
2019-07-26,1.2387
2019-07-29,1.2236
2019-07-30,1.2148
2019-07-31,1.222
2019-08-01,1.2145
2019-08-02,1.2132
2019-08-05,1.2165
2019-08-06,1.2149
2019-08-07,1.2158
2019-08-08,1.2138
2019-08-09,1.2085
2019-08-12,1.207
2019-08-13,1.2067
2019-08-14,1.2068
2019-08-15,1.2112
2019-08-16,1.2152
2019-08-19,1.2138
2019-08-20,1.2153
2019-08-21,1.2142
2019-08-22,1.225
2019-08-23,1.2261
2019-08-26,1.2232
2019-08-27,1.2288
2019-08-28,1.2248
2019-08-29,1.2197
2019-08-30,1.2166
2019-09-02,.
2019-09-03,1.2086
2019-09-04,1.219
2019-09-05,1.2337
2019-09-06,1.2299
2019-09-09,1.2368
2019-09-10,1.2355
2019-09-11,1.2329
2019-09-12,1.2357
2019-09-13,1.2462
2019-09-16,1.2423
2019-09-17,1.2493
2019-09-18,1.2478
2019-09-19,1.2481
2019-09-20,1.2489
2019-09-23,1.2428
2019-09-24,1.2475
2019-09-25,1.2363
2019-09-26,1.2343
2019-09-27,1.2312
2019-09-30,1.2305
2019-10-01,1.2242
2019-10-02,1.2313
2019-10-03,1.239
2019-10-04,1.2309
2019-10-07,1.2322
2019-10-08,1.2206
2019-10-09,1.2215
2019-10-10,1.2382
2019-10-11,1.2683
2019-10-14,.
2019-10-15,1.2737
2019-10-16,1.2854
2019-10-17,1.2853
2019-10-18,1.2904
2019-10-21,1.2983
2019-10-22,1.2948
2019-10-23,1.2886
2019-10-24,1.281
2019-10-25,1.2833
2019-10-28,1.286
2019-10-29,1.2905
2019-10-30,1.2872
2019-10-31,1.2939
2019-11-01,1.295
2019-11-04,1.2906
2019-11-05,1.287
2019-11-06,1.2872
2019-11-07,1.2829
2019-11-08,1.279
2019-11-11,.
2019-11-12,1.2855
2019-11-13,1.284
2019-11-14,1.2879
2019-11-15,1.2901
2019-11-18,1.2965
2019-11-19,1.2926
2019-11-20,1.2918
2019-11-21,1.2915
2019-11-22,1.2829
2019-11-25,1.2885
2019-11-26,1.285
2019-11-27,1.2881
2019-11-28,.
2019-11-29,1.2939
2019-12-02,1.2936
2019-12-03,1.3002
2019-12-04,1.3095
2019-12-05,1.3165
2019-12-06,1.3127
2019-12-09,1.3157
2019-12-10,1.3178
2019-12-11,1.3176
2019-12-12,1.3133
2019-12-13,1.3349
2019-12-16,1.333
2019-12-17,1.3116
2019-12-18,1.3078
2019-12-19,1.3034
2019-12-20,1.3036
2019-12-23,1.2917
2019-12-24,1.2955
2019-12-25,.
2019-12-26,1.3007
2019-12-27,1.309
2019-12-30,1.314
2019-12-31,1.3269
2020-01-01,.
2020-01-02,1.3128
2020-01-03,1.3091
2020-01-06,1.3163
2020-01-07,1.3127
2020-01-08,1.311
2020-01-09,1.3069
2020-01-10,1.306
2020-01-13,1.2983
2020-01-14,1.3018
2020-01-15,1.303
2020-01-16,1.3076
2020-01-17,1.3029
2020-01-20,.
2020-01-21,1.3047
2020-01-22,1.3136
2020-01-23,1.3104
2020-01-24,1.3071
2020-01-27,1.3054
2020-01-28,1.2996
2020-01-29,1.3012
2020-01-30,1.3106
2020-01-31,1.3195
